Converged in 3 iterations.

Bus Voltages:
Bus Number   Real         Imaginary    Magnitude    Angle       
116          0.9603       -0.0004      0.9603       -0.02       
117          0.9554       0.0007       0.9554       0.04        
118          0.9518       0.0016       0.9518       0.10        
119          0.9495       0.0022       0.9495       0.13        
120          0.9482       0.0024       0.9482       0.14        
121          0.9664       -0.0018      0.9664       -0.10       
122          0.9603       -0.0004      0.9603       -0.02       
123          0.9554       0.0007       0.9554       0.04        
124          0.9518       0.0015       0.9518       0.09        
125          0.9494       0.0021       0.9494       0.13        
126          0.9482       0.0024       0.9482       0.14        
127          0.9747       -0.0037      0.9747       -0.22       
128          0.9672       -0.0022      0.9672       -0.13       
129          0.9610       -0.0009      0.9610       -0.06       
130          0.9560       0.0001       0.9560       0.00        
131          0.9522       0.0008       0.9522       0.05        
132          0.9497       0.0013       0.9497       0.08        
133          0.9485       0.0015       0.9485       0.09        
134          0.9663       -0.0018      0.9663       -0.11       
135          0.9601       -0.0006      0.9601       -0.04       
136          0.9550       0.0004       0.9550       0.02        
137          0.9513       0.0011       0.9513       0.07        
138          0.9488       0.0016       0.9488       0.10        
139          0.9475       0.0018       0.9475       0.11        
140          0.9663       -0.0019      0.9663       -0.11       
141          0.9601       -0.0006      0.9601       -0.04       
142          0.9550       0.0004       0.9550       0.02        
143          0.9513       0.0011       0.9513       0.07        
144          0.9487       0.0016       0.9487       0.10        
145          0.9475       0.0018       0.9475       0.11        
146          0.9722       -0.0032      0.9722       -0.19       
147          0.9648       -0.0017      0.9648       -0.10       
148          0.9587       -0.0003      0.9587       -0.02       
149          0.9538       0.0007       0.9538       0.04        
150          0.9501       0.0015       0.9501       0.09        
151          0.9476       0.0021       0.9476       0.13        
152          0.9463       0.0023       0.9463       0.14        
153          0.9639       -0.0014      0.9639       -0.08       
154          0.9578       -0.0000      0.9578       -0.00       
155          0.9529       0.0011       0.9529       0.06        
156          0.9491       0.0019       0.9491       0.11        
157          0.9467       0.0024       0.9467       0.15        
158          0.9454       0.0026       0.9454       0.16        
159          0.9639       -0.0014      0.9639       -0.08       
160          0.9578       -0.0000      0.9578       -0.00       
161          0.9528       0.0010       0.9528       0.06        
162          0.9491       0.0018       0.9491       0.11        
163          0.9466       0.0024       0.9466       0.14        
164          0.9454       0.0026       0.9454       0.16        
165          0.9722       -0.0032      0.9722       -0.19       
166          0.9648       -0.0017      0.9648       -0.10       
167          0.9587       -0.0003      0.9587       -0.02       
168          0.9538       0.0007       0.9538       0.04        
169          0.9501       0.0015       0.9501       0.09        
170          0.9476       0.0020       0.9476       0.12        
171          0.9464       0.0023       0.9464       0.14        
172          0.9639       -0.0013      0.9639       -0.08       
173          0.9577       -0.0001      0.9577       -0.00       
174          0.9529       0.0010       0.9529       0.06        
175          0.9491       0.0018       0.9491       0.11        
176          0.9466       0.0023       0.9466       0.14        
177          0.9454       0.0026       0.9454       0.16        
178          0.9639       -0.0014      0.9639       -0.08       
179          0.9577       -0.0001      0.9577       -0.00       
180          0.9529       0.0010       0.9529       0.06        
181          0.9491       0.0018       0.9491       0.11        
182          0.9466       0.0023       0.9466       0.14        
183          0.9455       0.0026       0.9455       0.16        
184          0.9688       -0.0036      0.9688       -0.22       
185          0.9640       -0.0025      0.9640       -0.15       
186          0.9605       -0.0016      0.9605       -0.09       
187          0.9581       -0.0010      0.9581       -0.06       
188          0.9569       -0.0007      0.9569       -0.04       
189          0.9631       -0.0022      0.9631       -0.13       
190          0.9596       -0.0013      0.9596       -0.08       
191          0.9571       -0.0007      0.9571       -0.04       
192          0.9560       -0.0004      0.9560       -0.02       
193          0.9631       -0.0021      0.9631       -0.13       
194          0.9596       -0.0012      0.9596       -0.07       
195          0.9572       -0.0006      0.9572       -0.04       
196          0.9561       -0.0003      0.9561       -0.02       
197          0.9658       -0.0040      0.9658       -0.24       
198          0.9609       -0.0028      0.9609       -0.17       
199          0.9571       -0.0019      0.9571       -0.12       
200          0.9546       -0.0013      0.9546       -0.08       
201          0.9533       -0.0010      0.9533       -0.06       
202          0.9600       -0.0024      0.9600       -0.15       
203          0.9562       -0.0016      0.9562       -0.10       
204          0.9536       -0.0010      0.9536       -0.06       
205          0.9523       -0.0007      0.9523       -0.04       
206          0.9600       -0.0024      0.9600       -0.15       
207          0.9561       -0.0016      0.9561       -0.10       
208          0.9536       -0.0010      0.9536       -0.06       
209          0.9523       -0.0006      0.9523       -0.04       
210          0.9654       -0.0039      0.9654       -0.23       
211          0.9618       -0.0030      0.9618       -0.18       
212          0.9595       -0.0024      0.9595       -0.14       
213          0.9583       -0.0021      0.9583       -0.12       
214          0.9609       -0.0027      0.9609       -0.16       
215          0.9586       -0.0020      0.9586       -0.12       
216          0.9574       -0.0017      0.9574       -0.10       
217          0.9609       -0.0027      0.9609       -0.16       
218          0.9586       -0.0020      0.9586       -0.12       
219          0.9574       -0.0017      0.9574       -0.10       
220          0.9646       -0.0038      0.9646       -0.22       
221          0.9598       -0.0026      0.9598       -0.16       
222          0.9562       -0.0017      0.9562       -0.10       
223          0.9538       -0.0011      0.9538       -0.07       
224          0.9526       -0.0008      0.9526       -0.05       
225          0.9589       -0.0023      0.9589       -0.14       
226          0.9553       -0.0014      0.9553       -0.08       
227          0.9529       -0.0008      0.9529       -0.05       
228          0.9516       -0.0005      0.9516       -0.03       
229          0.9588       -0.0023      0.9588       -0.14       
230          0.9553       -0.0014      0.9553       -0.08       
231          0.9529       -0.0008      0.9529       -0.05       
232          0.9517       -0.0006      0.9517       -0.03       
233          0.9615       -0.0043      0.9615       -0.26       
234          0.9566       -0.0030      0.9566       -0.18       
235          0.9530       -0.0021      0.9530       -0.13       
236          0.9506       -0.0015      0.9506       -0.09       
237          0.9494       -0.0011      0.9494       -0.07       
238          0.9557       -0.0027      0.9557       -0.16       
239          0.9521       -0.0018      0.9521       -0.11       
240          0.9497       -0.0011      0.9497       -0.07       
241          0.9485       -0.0008      0.9485       -0.05       
242          0.9557       -0.0027      0.9557       -0.16       
243          0.9521       -0.0017      0.9521       -0.11       
244          0.9496       -0.0011      0.9496       -0.07       
245          0.9484       -0.0008      0.9484       -0.05       
246          0.9603       -0.0048      0.9603       -0.29       
247          0.9529       -0.0031      0.9529       -0.19       
248          0.9468       -0.0016      0.9468       -0.10       
249          0.9419       -0.0004      0.9419       -0.03       
250          0.9382       0.0004       0.9382       0.03        
251          0.9357       0.0010       0.9357       0.06        
252          0.9345       0.0013       0.9345       0.08        
253          0.9520       -0.0028      0.9520       -0.17       
254          0.9459       -0.0013      0.9459       -0.08       
255          0.9410       -0.0001      0.9410       -0.01       
256          0.9373       0.0007       0.9373       0.05        
257          0.9347       0.0013       0.9347       0.08        
258          0.9336       0.0016       0.9336       0.10        
259          0.9520       -0.0027      0.9520       -0.16       
260          0.9459       -0.0013      0.9459       -0.08       
261          0.9410       -0.0001      0.9410       -0.01       
262          0.9372       0.0008       0.9372       0.05        
263          0.9348       0.0013       0.9348       0.08        
264          0.9336       0.0016       0.9336       0.10        
265          0.9594       -0.0050      0.9594       -0.30       
266          0.9547       -0.0039      0.9547       -0.23       
267          0.9511       -0.0030      0.9511       -0.18       
268          0.9487       -0.0024      0.9488       -0.14       
269          0.9476       -0.0021      0.9476       -0.13       
270          0.9538       -0.0036      0.9538       -0.22       
271          0.9502       -0.0026      0.9502       -0.16       
272          0.9478       -0.0020      0.9478       -0.12       
273          0.9467       -0.0017      0.9467       -0.10       
274          0.9538       -0.0036      0.9538       -0.22       
275          0.9503       -0.0026      0.9503       -0.16       
276          0.9478       -0.0020      0.9478       -0.12       
277          0.9467       -0.0018      0.9467       -0.11       
278          0.9587       -0.0051      0.9587       -0.31       
279          0.9537       -0.0039      0.9537       -0.23       
280          0.9500       -0.0030      0.9500       -0.18       
281          0.9475       -0.0024      0.9475       -0.14       
282          0.9462       -0.0021      0.9462       -0.13       
283          0.9528       -0.0035      0.9528       -0.21       
284          0.9491       -0.0027      0.9491       -0.16       
285          0.9465       -0.0020      0.9465       -0.12       
286          0.9452       -0.0017      0.9452       -0.11       
287          0.9528       -0.0036      0.9528       -0.21       
288          0.9491       -0.0026      0.9491       -0.16       
289          0.9465       -0.0020      0.9465       -0.12       
290          0.9452       -0.0017      0.9452       -0.11       
291          0.9576       -0.0056      0.9576       -0.34       
292          0.9527       -0.0043      0.9527       -0.26       
293          0.9490       -0.0033      0.9490       -0.20       
294          0.9466       -0.0027      0.9466       -0.16       
295          0.9454       -0.0023      0.9454       -0.14       
296          0.9518       -0.0040      0.9518       -0.24       
297          0.9481       -0.0030      0.9481       -0.18       
298          0.9457       -0.0023      0.9457       -0.14       
299          0.9445       -0.0020      0.9445       -0.12       
300          0.9518       -0.0040      0.9518       -0.24       
301          0.9481       -0.0030      0.9481       -0.18       
302          0.9456       -0.0023      0.9456       -0.14       
303          0.9445       -0.0020      0.9445       -0.12       
304          0.9573       -0.0057      0.9573       -0.34       
305          0.9511       -0.0042      0.9511       -0.25       
306          0.9462       -0.0030      0.9462       -0.18       
307          0.9425       -0.0021      0.9425       -0.13       
308          0.9400       -0.0015      0.9400       -0.09       
309          0.9388       -0.0012      0.9388       -0.07       
310          0.9502       -0.0038      0.9502       -0.23       
311          0.9453       -0.0026      0.9453       -0.16       
312          0.9415       -0.0017      0.9415       -0.10       
313          0.9391       -0.0011      0.9391       -0.07       
314          0.9378       -0.0009      0.9378       -0.06       
315          0.9502       -0.0039      0.9502       -0.23       
316          0.9453       -0.0026      0.9453       -0.16       
317          0.9416       -0.0017      0.9416       -0.11       
318          0.9391       -0.0012      0.9391       -0.07       
319          0.9379       -0.0009      0.9379       -0.05       
320          0.9983       -0.0001      0.9983       -0.00       
321          0.9924       0.0014       0.9924       0.08        
322          0.9877       0.0025       0.9877       0.15        
323          0.9841       0.0034       0.9841       0.20        
324          0.9818       0.0039       0.9818       0.23        
325          0.9806       0.0042       0.9806       0.25        
326          0.9915       0.0017       0.9915       0.10        
327          0.9868       0.0029       0.9868       0.17        
328          0.9833       0.0037       0.9833       0.21        
329          0.9809       0.0042       0.9809       0.25        
330          0.9796       0.0045       0.9797       0.27        
331          0.9915       0.0017       0.9915       0.10        
332          0.9868       0.0029       0.9868       0.17        
333          0.9832       0.0037       0.9832       0.22        
334          0.9808       0.0042       0.9808       0.24        
335          0.9797       0.0045       0.9797       0.26        
336          0.9965       -0.0005      0.9965       -0.03       
337          0.9906       0.0009       0.9906       0.05        
338          0.9859       0.0021       0.9859       0.12        
339          0.9823       0.0030       0.9823       0.17        
340          0.9799       0.0036       0.9799       0.21        
341          0.9788       0.0039       0.9788       0.23        
342          0.9897       0.0013       0.9897       0.07        
343          0.9849       0.0024       0.9849       0.14        
344          0.9814       0.0033       0.9814       0.19        
345          0.9790       0.0039       0.9790       0.23        
346          0.9779       0.0042       0.9779       0.25        
347          0.9898       0.0012       0.9898       0.07        
348          0.9850       0.0024       0.9850       0.14        
349          0.9814       0.0033       0.9814       0.19        
350          0.9790       0.0039       0.9790       0.23        
351          0.9779       0.0042       0.9779       0.25        
352          0.9961       -0.0007      0.9961       -0.04       
353          0.9901       0.0008       0.9901       0.05        
354          0.9852       0.0019       0.9852       0.11        
355          0.9816       0.0028       0.9816       0.16        
356          0.9791       0.0034       0.9791       0.20        
357          0.9779       0.0037       0.9779       0.21        
358          0.9892       0.0011       0.9892       0.07        
359          0.9843       0.0022       0.9843       0.13        
360          0.9807       0.0031       0.9807       0.18        
361          0.9781       0.0037       0.9782       0.22        
362          0.9769       0.0040       0.9769       0.23        
363          0.9892       0.0011       0.9892       0.06        
364          0.9843       0.0023       0.9843       0.13        
365          0.9806       0.0031       0.9806       0.18        
366          0.9782       0.0037       0.9782       0.22        
367          0.9769       0.0040       0.9769       0.23        
368          0.9958       -0.0008      0.9958       -0.05       
369          0.9898       0.0006       0.9898       0.04        
370          0.9850       0.0017       0.9850       0.10        
371          0.9813       0.0026       0.9814       0.15        
372          0.9789       0.0031       0.9789       0.18        
373          0.9777       0.0034       0.9777       0.20        
374          0.9889       0.0010       0.9889       0.06        
375          0.9840       0.0020       0.9840       0.12        
376          0.9804       0.0029       0.9804       0.17        
377          0.9780       0.0034       0.9780       0.20        
378          0.9768       0.0037       0.9768       0.22        
379          0.9890       0.0009       0.9890       0.05        
380          0.9841       0.0021       0.9841       0.12        
381          0.9804       0.0029       0.9804       0.17        
382          0.9780       0.0035       0.9780       0.20        
383          0.9768       0.0037       0.9768       0.22        
384          0.9902       -0.0001      0.9902       -0.01       
385          0.9843       0.0013       0.9843       0.07        
386          0.9796       0.0024       0.9796       0.14        
387          0.9760       0.0032       0.9760       0.19        
388          0.9736       0.0038       0.9736       0.22        
389          0.9724       0.0040       0.9724       0.24        
390          0.9834       0.0016       0.9834       0.09        
391          0.9787       0.0027       0.9787       0.16        
392          0.9751       0.0035       0.9751       0.21        
393          0.9727       0.0041       0.9727       0.24        
394          0.9716       0.0043       0.9716       0.25        
395          0.9834       0.0015       0.9834       0.09        
396          0.9787       0.0027       0.9787       0.16        
397          0.9751       0.0035       0.9751       0.21        
398          0.9727       0.0041       0.9727       0.24        
399          0.9715       0.0043       0.9716       0.25        
400          0.9868       -0.0007      0.9868       -0.04       
401          0.9798       0.0009       0.9798       0.05        
402          0.9739       0.0023       0.9739       0.13        
403          0.9691       0.0034       0.9691       0.20        
404          0.9655       0.0042       0.9655       0.25        
405          0.9631       0.0047       0.9632       0.28        
406          0.9620       0.0050       0.9620       0.30        
407          0.9789       0.0013       0.9789       0.07        
408          0.9730       0.0026       0.9730       0.15        
409          0.9682       0.0037       0.9682       0.22        
410          0.9646       0.0045       0.9646       0.27        
411          0.9623       0.0050       0.9623       0.30        
412          0.9611       0.0053       0.9611       0.32        
413          0.9789       0.0012       0.9789       0.07        
414          0.9730       0.0026       0.9730       0.15        
415          0.9682       0.0036       0.9682       0.22        
416          0.9646       0.0045       0.9646       0.26        
417          0.9622       0.0050       0.9622       0.30        
418          0.9611       0.0053       0.9611       0.32        
419          0.9868       -0.0007      0.9868       -0.04       
420          0.9796       0.0008       0.9796       0.05        
421          0.9736       0.0022       0.9736       0.13        
422          0.9687       0.0032       0.9687       0.19        
423          0.9650       0.0040       0.9650       0.24        
424          0.9626       0.0045       0.9626       0.27        
425          0.9614       0.0047       0.9614       0.28        
426          0.9787       0.0011       0.9787       0.07        
427          0.9727       0.0025       0.9727       0.14        
428          0.9679       0.0035       0.9679       0.21        
429          0.9641       0.0042       0.9641       0.25        
430          0.9617       0.0048       0.9617       0.29        
431          0.9604       0.0051       0.9605       0.30        
432          0.9787       0.0012       0.9787       0.07        
433          0.9727       0.0025       0.9727       0.14        
434          0.9678       0.0035       0.9678       0.21        
435          0.9641       0.0043       0.9641       0.25        
436          0.9616       0.0048       0.9616       0.28        
437          0.9604       0.0050       0.9604       0.30        
438          0.9868       -0.0007      0.9868       -0.04       
439          0.9797       0.0009       0.9797       0.05        
440          0.9737       0.0022       0.9737       0.13        
441          0.9689       0.0033       0.9689       0.20        
442          0.9653       0.0042       0.9653       0.25        
443          0.9629       0.0047       0.9629       0.28        
444          0.9618       0.0050       0.9618       0.30        
445          0.9788       0.0012       0.9788       0.07        
446          0.9727       0.0025       0.9727       0.15        
447          0.9679       0.0036       0.9680       0.22        
448          0.9644       0.0045       0.9644       0.27        
449          0.9620       0.0050       0.9620       0.30        
450          0.9609       0.0053       0.9609       0.32        
451          0.9788       0.0012       0.9788       0.07        
452          0.9728       0.0026       0.9728       0.15        
453          0.9679       0.0036       0.9679       0.21        
454          0.9644       0.0045       0.9644       0.27        
455          0.9620       0.0050       0.9620       0.30        
456          0.9608       0.0053       0.9609       0.32        
457          0.9868       -0.0007      0.9868       -0.04       
458          0.9797       0.0010       0.9797       0.06        
459          0.9738       0.0023       0.9738       0.14        
460          0.9691       0.0034       0.9691       0.20        
461          0.9656       0.0043       0.9656       0.25        
462          0.9632       0.0048       0.9632       0.29        
463          0.9621       0.0051       0.9621       0.30        
464          0.9789       0.0013       0.9789       0.07        
465          0.9729       0.0026       0.9729       0.16        
466          0.9682       0.0038       0.9682       0.22        
467          0.9646       0.0046       0.9646       0.27        
468          0.9623       0.0051       0.9624       0.31        
469          0.9612       0.0054       0.9612       0.32        
470          0.9788       0.0013       0.9788       0.08        
471          0.9729       0.0026       0.9729       0.16        
472          0.9682       0.0037       0.9682       0.22        
473          0.9647       0.0046       0.9647       0.27        
474          0.9623       0.0051       0.9624       0.31        
475          0.9612       0.0054       0.9612       0.32        
476          0.9852       -0.0010      0.9852       -0.06       
477          0.9781       0.0007       0.9781       0.04        
478          0.9722       0.0021       0.9722       0.12        
479          0.9675       0.0032       0.9675       0.19        
480          0.9640       0.0041       0.9640       0.24        
481          0.9616       0.0046       0.9616       0.28        
482          0.9604       0.0049       0.9605       0.29        
483          0.9773       0.0010       0.9773       0.06        
484          0.9713       0.0024       0.9713       0.14        
485          0.9666       0.0035       0.9666       0.21        
486          0.9631       0.0044       0.9631       0.26        
487          0.9607       0.0049       0.9607       0.29        
488          0.9596       0.0052       0.9596       0.31        
489          0.9773       0.0010       0.9773       0.06        
490          0.9713       0.0024       0.9713       0.14        
491          0.9665       0.0035       0.9666       0.21        
492          0.9631       0.0044       0.9631       0.26        
493          0.9607       0.0049       0.9607       0.29        
494          0.9596       0.0052       0.9596       0.31        
495          0.9852       -0.0010      0.9852       -0.06       
496          0.9781       0.0006       0.9781       0.04        
497          0.9722       0.0020       0.9722       0.12        
498          0.9674       0.0031       0.9674       0.19        
499          0.9638       0.0040       0.9639       0.24        
500          0.9615       0.0045       0.9615       0.27        
501          0.9603       0.0048       0.9603       0.29        
502          0.9772       0.0009       0.9772       0.06        
503          0.9713       0.0023       0.9713       0.14        
504          0.9665       0.0034       0.9665       0.20        
505          0.9629       0.0043       0.9630       0.25        
506          0.9606       0.0048       0.9606       0.29        
507          0.9594       0.0051       0.9594       0.31        
508          0.9772       0.0009       0.9772       0.06        
509          0.9712       0.0023       0.9712       0.14        
510          0.9665       0.0034       0.9665       0.20        
511          0.9630       0.0043       0.9630       0.25        
512          0.9605       0.0048       0.9605       0.29        
513          0.9594       0.0051       0.9594       0.31        
514          0.9852       -0.0010      0.9852       -0.06       
515          0.9780       0.0006       0.9780       0.04        
516          0.9719       0.0020       0.9719       0.12        
517          0.9671       0.0032       0.9671       0.19        
518          0.9635       0.0040       0.9635       0.24        
519          0.9611       0.0045       0.9611       0.27        
520          0.9599       0.0048       0.9599       0.29        
521          0.9771       0.0010       0.9771       0.06        
522          0.9710       0.0024       0.9710       0.14        
523          0.9662       0.0035       0.9662       0.21        
524          0.9626       0.0043       0.9626       0.26        
525          0.9602       0.0049       0.9602       0.29        
526          0.9590       0.0051       0.9591       0.31        
527          0.9771       0.0010       0.9771       0.06        
528          0.9710       0.0024       0.9710       0.14        
529          0.9662       0.0035       0.9662       0.21        
530          0.9626       0.0043       0.9626       0.26        
531          0.9602       0.0049       0.9602       0.29        
532          0.9590       0.0051       0.9590       0.31        
533          0.9852       -0.0010      0.9852       -0.06       
534          0.9780       0.0006       0.9780       0.04        
535          0.9720       0.0020       0.9720       0.12        
536          0.9672       0.0031       0.9672       0.19        
537          0.9636       0.0040       0.9636       0.24        
538          0.9611       0.0046       0.9612       0.27        
539          0.9599       0.0048       0.9599       0.29        
540          0.9771       0.0010       0.9771       0.06        
541          0.9710       0.0024       0.9710       0.14        
542          0.9663       0.0034       0.9663       0.20        
543          0.9627       0.0043       0.9627       0.26        
544          0.9602       0.0049       0.9602       0.29        
545          0.9590       0.0052       0.9591       0.31        
546          0.9771       0.0010       0.9771       0.06        
547          0.9710       0.0024       0.9710       0.14        
548          0.9663       0.0035       0.9663       0.21        
549          0.9626       0.0044       0.9626       0.26        
550          0.9602       0.0049       0.9603       0.29        
551          0.9590       0.0052       0.9590       0.31        
552          0.9758       -0.0017      0.9758       -0.10       
553          0.9721       -0.0008      0.9721       -0.05       
554          0.9697       -0.0003      0.9697       -0.02       
555          0.9685       0.0000       0.9685       0.00        
556          0.9685       0.0000       0.9685       0.00        
557          0.9748       -0.0014      0.9748       -0.08       
558          0.9712       -0.0005      0.9712       -0.03       
559          0.9688       0.0000       0.9688       0.00        
560          0.9676       0.0003       0.9676       0.02        
561          0.9749       -0.0014      0.9749       -0.08       
562          0.9713       -0.0005      0.9713       -0.03       
563          0.9688       0.0000       0.9688       0.00        
564          0.9676       0.0003       0.9676       0.02        
565          0.9747       -0.0017      0.9747       -0.10       
566          0.9699       -0.0006      0.9699       -0.04       
567          0.9663       0.0003       0.9663       0.01        
568          0.9639       0.0008       0.9639       0.05        
569          0.9628       0.0011       0.9628       0.07        
570          0.9690       -0.0003      0.9690       -0.02       
571          0.9654       0.0006       0.9654       0.03        
572          0.9630       0.0011       0.9630       0.07        
573          0.9619       0.0014       0.9619       0.08        
574          0.9690       -0.0003      0.9690       -0.02       
575          0.9654       0.0006       0.9654       0.03        
576          0.9630       0.0011       0.9630       0.07        
577          0.9619       0.0014       0.9619       0.08        
578          0.9705       -0.0028      0.9705       -0.16       
579          0.9657       -0.0016      0.9657       -0.09       
580          0.9621       -0.0007      0.9621       -0.04       
581          0.9597       -0.0001      0.9597       -0.00       
582          0.9585       0.0003       0.9585       0.02        
583          0.9648       -0.0013      0.9648       -0.07       
584          0.9612       -0.0004      0.9612       -0.02       
585          0.9588       0.0002       0.9588       0.01        
586          0.9576       0.0006       0.9576       0.04        
587          0.9648       -0.0013      0.9648       -0.07       
588          0.9612       -0.0004      0.9612       -0.02       
589          0.9588       0.0002       0.9588       0.01        
590          0.9576       0.0006       0.9576       0.04        
591          0.9676       -0.0035      0.9676       -0.20       
592          0.9603       -0.0017      0.9603       -0.10       
593          0.9541       -0.0002      0.9541       -0.01       
594          0.9491       0.0009       0.9491       0.06        
595          0.9454       0.0018       0.9454       0.11        
596          0.9429       0.0024       0.9429       0.15        
597          0.9417       0.0027       0.9417       0.16        
598          0.9593       -0.0014      0.9593       -0.08       
599          0.9532       0.0001       0.9532       0.01        
600          0.9481       0.0013       0.9481       0.08        
601          0.9444       0.0021       0.9444       0.13        
602          0.9420       0.0028       0.9420       0.17        
603          0.9407       0.0030       0.9408       0.18        
604          0.9594       -0.0014      0.9594       -0.09       
605          0.9531       0.0001       0.9531       0.01        
606          0.9482       0.0013       0.9482       0.08        
607          0.9445       0.0021       0.9445       0.13        
608          0.9421       0.0028       0.9421       0.17        
609          0.9407       0.0030       0.9407       0.18        
610          0.9663       -0.0035      0.9663       -0.20       
611          0.9588       -0.0019      0.9588       -0.11       
